ID_1	ISSN	ShortName	LongName	Year	SciSS	ISI_Category	ISI	ImpactFactor	IF_percentile	Citation_2yr	Article_2yr	Citation_ALL	Eigenfactor	EF_percentile	ArticleInfluence	AI_percentile	Citation_5yr	SelfCitation_5yr	Article_5yr	Notes	ID_2	RowUpdate	CatName	CatID	Price	Country	First_Pub	Publisher	normPrice	CE	EFn
NULL	1738-2203	J KOREAN SOC APPL BI	Journal of the Korean Society for Applied Biological Chemistry	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00167103	0.435446	0.163665	0.152589	402	NULL	643	NULL	0	2016-02-10 17:40:35	FOOD SCIENCE	37	0.00		0		NULL	NULL	0.187155
NULL	1226-3192	J KOREAN STAT SOC	Journal of the Korean Statistical Society	2014	Sci	XY	ISI	NULL	NULL	NULL	NULL	NULL	0.00142006	0.393304	0.387146	0.396429	115	NULL	231	NULL	0	2016-02-10 17:40:35	NULL	0	346.00		0		NULL	NULL	0.159046
NULL	2233-7903	J KOREAN SURG SOC	Journal of the Korean Surgical Society	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00137567	0.385446	0.121169	0.107946	335	NULL	715	NULL	0	2016-02-10 17:40:35	GASTROENTEROLOGY	91	0.00		0		NULL	NULL	0.154075
NULL	0362-4803	J LABELLED COMPD RAD	JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS	2014	Sci	CO DX EA TU	ISI	NULL	NULL	NULL	NULL	NULL	0.00201698	0.485446	0.268548	0.271875	445	NULL	473	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	5441.00	United-Kingdom	1964	John-Wiley-&-Sons-Ltd--	NULL	NULL	0.225902
NULL	0734-306X	J LABOR ECON	JOURNAL OF LABOR ECONOMICS	2014	SS	GY NM	ISI	NULL	NULL	NULL	NULL	NULL	0.00920433	0.815179	4.67468	0.983125	380	NULL	124	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	692.00	United-States	1983	University-of-Chicago-Press--	NULL	NULL	1.03089
NULL	0195-3613	J LABOR RES	JOURNAL OF LABOR RESEARCH	2014	SS	NM	ISI	NULL	NULL	NULL	NULL	NULL	0.000627606	0.205179	0.352899	0.363304	63	NULL	112	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	425.00	United-States	1979	Transaction-Publishers	NULL	NULL	0.0702919
NULL	1534-8458	J LANG IDENTITY EDUC	Journal of Language Identity and Education	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000645871	0.210268	0.41505	0.420536	59	NULL	98	NULL	0	2016-02-10 17:40:35	LINGUISTICS	97	0.00		0		NULL	NULL	0.0723376
NULL	1569-2159	J LANG POLIT	Journal of Language and Politics	2014	SS	A9	ISI	NULL	NULL	NULL	NULL	NULL	0.000432891	0.14375	0.219856	0.217143	36	NULL	124	NULL	0	2016-02-10 17:40:35	LINGUISTICS	97	502.14		0		NULL	NULL	0.0484838
NULL	0261-927X	J LANG SOC PSYCHOL	JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY	2014	SS	EU A9 WQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00160676	0.425268	0.822672	0.719107	184	NULL	123	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	734.00	United-States	1982	Sage-Publications,-Inc--	NULL	NULL	0.179957
NULL	1092-6429	J LAPAROENDOSC ADV S	Journal of Laparoendoscopic & Advanced Surgical Techniques	2014	Sci	YA	ISI	NULL	NULL	NULL	NULL	NULL	0.00553035	0.72125	0.349683	0.359286	1085	NULL	996	NULL	0	2016-02-10 17:40:35	GASTROENTEROLOGY	91	1995.00	United-States	1990	Mary-Ann-Liebert,-Inc--Publishers	NULL	NULL	0.619399
NULL	0022-2151	J LARYNGOL OTOL	JOURNAL OF LARYNGOLOGY AND OTOLOGY	2014	Sci	TD	ISI	NULL	NULL	NULL	NULL	NULL	0.00501106	0.699732	0.227528	0.225893	922	NULL	1387	NULL	0	2016-02-10 17:40:35	NULL	0	672.00	United-Kingdom	1887	Cambridge-University-Press	NULL	NULL	0.561239
NULL	1042-346X	J LASER APPL	JOURNAL OF LASER APPLICATIONS	2014	Sci	SY	ISI	NULL	NULL	NULL	NULL	NULL	0.00128663	0.370625	0.465679	0.468839	202	NULL	174	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	410.00	United-States	1976	Laser-Institute-of-America	NULL	NULL	0.144103
NULL	1880-0688	J LASER MICRO NANOEN	Journal of Laser Micro Nanoengineering	2014	Sci	NS B1 SY UB	ISI	NULL	NULL	NULL	NULL	NULL	0.000651734	0.211875	0.150345	0.139554	158	NULL	273	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00		0		NULL	NULL	0.0729942
NULL	1356-9325	J LAT AM CULT STUD	Journal of Latin American Cultural Studies	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0000914	0.02625	0.0537754	0.0408929	6	NULL	107	NULL	0	2016-02-10 17:40:35	ANTHROPOLOGY	51	0.00		0		NULL	NULL	0.0102368
NULL	0022-216X	J LAT AM STUD	JOURNAL OF LATIN AMERICAN STUDIES	2014	SS	BM	ISI	NULL	NULL	NULL	NULL	NULL	0.00115863	0.342679	0.768075	0.690714	74	NULL	95	NULL	0	2016-02-10 17:40:35	POLITICAL SCIENCE	15	376.00	United-Kingdom	1969	Cambridge-University-Press	NULL	NULL	0.129767
NULL	0022-2186	J LAW ECON	JOURNAL OF LAW & ECONOMICS	2014	SS	GY OM	ISI	NULL	NULL	NULL	NULL	NULL	0.00424181	0.665446	1.6696	0.916161	273	NULL	160	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	255.00	United-States	1958	University-of-Chicago-Press--	NULL	NULL	0.475083
NULL	8756-6222	J LAW ECON ORGAN	JOURNAL OF LAW ECONOMICS & ORGANIZATION	2014	SS	GY OM	ISI	NULL	NULL	NULL	NULL	NULL	0.00319621	0.597768	1.39783	0.885446	189	NULL	144	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	175.00	United-Kingdom	1985	Oxford-University-Press	NULL	NULL	0.357976
NULL	1073-1105	J LAW MED ETHICS	JOURNAL OF LAW MEDICINE & ETHICS	2014	Sci SS	OO OP	ISI	NULL	NULL	NULL	NULL	NULL	0.00336695	0.609375	0.480816	0.482321	452	NULL	441	NULL	0	2016-02-10 17:40:35	MEDICINE	2	514.00	United-States	1973	American-Society-of-Law,-Medicine-&-Ethics	NULL	NULL	0.377098
NULL	0263-323X	J LAW SOC	JOURNAL OF LAW AND SOCIETY	2014	SS	OM XA	ISI	NULL	NULL	NULL	NULL	NULL	0.000710678	0.229196	0.360938	0.371518	82	NULL	124	NULL	0	2016-02-10 17:40:35	CRIMINOLOGY	68	946.00	United-Kingdom	1974	Blackwell-Publishing-Ltd	NULL	NULL	0.0795959
NULL	1548-0518	J LEADERSH ORG STUD	Journal of Leadership & Organizational Studies	2014	NULL	PC	ISI	NULL	NULL	NULL	NULL	NULL	0.00123959	0.360446	1.08424	0.820268	189	NULL	72	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.138834
NULL	0022-2194	J LEARN DISABIL-US	JOURNAL OF LEARNING DISABILITIES	2014	SS	HE WC	ISI	NULL	NULL	NULL	NULL	NULL	0.00399046	0.652321	1.25028	0.861429	546	NULL	201	NULL	0	2016-02-10 17:40:35	EDUCATION	29	221.00	UNITED STATES	0		NULL	NULL	0.446931
NULL	1050-8406	J LEARN SCI	JOURNAL OF THE LEARNING SCIENCES	2014	SS	HA HI	ISI	NULL	NULL	NULL	NULL	NULL	0.00192245	0.473304	1.61426	0.91125	185	NULL	75	NULL	0	2016-02-10 17:40:35	EDUCATION	29	727.20	United-States	1991	Lawrence-Erlbaum-Associates,-Inc	NULL	NULL	0.215314
NULL	0022-2208	J LEGAL EDUC	JOURNAL OF LEGAL EDUCATION	2014	SS	HA OM	ISI	NULL	NULL	NULL	NULL	NULL	0.000579071	0.190536	0.251504	0.253036	62	NULL	145	NULL	0	2016-02-10 17:40:35	LAW	27	50.00	United-States	1937	Georgetown-University-Law-Center	NULL	NULL	0.0648559
NULL	0194-7648	J LEGAL MED	JOURNAL OF LEGAL MEDICINE	2014	SS	OM WV	ISI	NULL	NULL	NULL	NULL	NULL	0.000256063	0.0822321	0.183251	0.174464	36	NULL	88	NULL	0	2016-02-10 17:40:35	MEDICINE	2	431.10	United-States	1979	Taylor-&-Francis-Inc	NULL	NULL	0.0286791
NULL	0047-2530	J LEGAL STUD	JOURNAL OF LEGAL STUDIES	2014	SS	OM	ISI	NULL	NULL	NULL	NULL	NULL	0.00128849	0.371071	1.05383	0.810357	107	NULL	77	NULL	0	2016-02-10 17:40:35	LAW	27	205.00	United-States	1972	University-of-Chicago-Press--	NULL	NULL	0.144311
NULL	0022-2216	J LEISURE RES	JOURNAL OF LEISURE RESEARCH	2014	SS	MW XA	ISI	NULL	NULL	NULL	NULL	NULL	0.000691878	0.223482	0.315741	0.320893	134	NULL	138	NULL	0	2016-02-10 17:40:35	TOURISM	134	80.00	United-States	1968	National-Recreation-and-Park-Association	NULL	NULL	0.0774903
NULL	0024-0966	J LEPID SOC	JOURNAL OF THE LEPIDOPTERISTS SOCIETY	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000296757	0.0975893	0.11754	0.104554	46	NULL	159	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0332368
NULL	0741-5400	J LEUKOCYTE BIOL	JOURNAL OF LEUKOCYTE BIOLOGY	2014	Sci	DR MA NI	ISI	NULL	NULL	NULL	NULL	NULL	0.029702	0.945	1.71295	0.920179	4957	NULL	1092	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1000.00	United-States	1967	Federation-of-American-Societies-for-Experimental-Biology	NULL	NULL	3.32663
NULL	0961-0006	J LIBR INF SCI	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE	2014	SS	NU	ISI	NULL	NULL	NULL	NULL	NULL	0.000321142	0.106696	0.19828	0.192143	53	NULL	102	NULL	0	2016-02-10 17:40:35	INFORMATION SCIENCE	50	641.00	United-Kingdom	1969	Sage-Publications-Ltd-	NULL	NULL	0.0359679
NULL	0949-5932	J LIE THEORY	JOURNAL OF LIE THEORY	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00209614	0.495982	0.573949	0.558214	101	NULL	230	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	370.00	Germany	1991	Heldermann-Verlag	NULL	NULL	0.234768
NULL	0733-8724	J LIGHTWAVE TECHNOL	JOURNAL OF LIGHTWAVE TECHNOLOGY	2014	Sci	IQ SY	ISI	NULL	NULL	NULL	NULL	NULL	0.0355405	0.955625	0.891369	0.752054	4612	NULL	2511	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1780.00	United-States	1983	I-E-E-E	NULL	NULL	3.98053
NULL	1129-5767	J LIMNOL	JOURNAL OF LIMNOLOGY	2014	Sci	OU	ISI	NULL	NULL	NULL	NULL	NULL	0.00174221	0.447411	0.396096	0.404196	333	NULL	277	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.195127
NULL	0022-2267	J LINGUIST	JOURNAL OF LINGUISTICS	2014	SS	A9	ISI	NULL	NULL	NULL	NULL	NULL	0.000928904	0.290714	0.722215	0.663214	67	NULL	81	NULL	0	2016-02-10 17:40:35	LINGUISTICS	97	248.00	United-Kingdom	1965	Cambridge-University-Press	NULL	NULL	0.104037
NULL	1055-1360	J LINGUIST ANTHROPOL	Journal of Linguistic Anthropology	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000807256	0.257411	0.57771	0.561339	81	NULL	88	NULL	0	2016-02-10 17:40:35	ANTHROPOLOGY	51	0.00		0		NULL	NULL	0.0904127
NULL	0022-2275	J LIPID RES	JOURNAL OF LIPID RESEARCH	2014	Sci	CQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0428427	0.964821	1.81568	0.925893	7174	NULL	1486	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	840.00	United-States	1959	American-Society-for-Biochemistry-and-Molecular-Biology,-Inc	NULL	NULL	4.79838
NULL	0898-2104	J LIPOSOME RES	JOURNAL OF LIPOSOME RESEARCH	2014	Sci	CQ TU	ISI	NULL	NULL	NULL	NULL	NULL	0.00119931	0.351875	0.403898	0.410893	314	NULL	187	NULL	0	2016-02-10 17:40:35	PHARMACOLOGY	71	1785.00	United-States	1991	Taylor-&-Francis-Inc	NULL	NULL	0.134323
NULL	1082-6076	J LIQ CHROMATOGR R T	JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES	2014	Sci	CO EA	ISI	NULL	NULL	NULL	NULL	NULL	0.00217149	0.504821	0.138977	0.125982	567	NULL	984	NULL	0	2016-02-10 17:40:35	NULL	0	4575.60	United-States	1978	Taylor-&-Francis-Inc	NULL	NULL	0.243207
NULL	1086-296X	J LIT RES	JOURNAL OF LITERACY RESEARCH	2014	SS	HA HI	ISI	NULL	NULL	NULL	NULL	NULL	0.000749085	0.240357	0.6375	0.605446	73	NULL	74	NULL	0	2016-02-10 17:40:35	EDUCATION	29	185.40	United-States	1969	Lawrence-Erlbaum-Associates,-Inc	NULL	NULL	0.0838975
NULL	2352-2208	J LOG ALGEBR METHODS	Journal of Logical and Algebraic Methods in Programming	2014	NULL	EX	ISI	NULL	NULL	NULL	NULL	NULL	0	0.00330357	0	0.00446429	0	NULL	0	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
NULL	1567-8326	J LOGIC ALGEBR PROGR	JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING	2014	Sci	EX	ISI	NULL	NULL	NULL	NULL	NULL	0.000951447	0.296161	0.394205	0.402946	76	NULL	152	NULL	0	2016-02-10 17:40:35	NULL	0	1403.00	Netherlands	1984	Elsevier-BV-	NULL	NULL	0.106562
NULL	0955-792X	J LOGIC COMPUT	JOURNAL OF LOGIC AND COMPUTATION	2014	Sci	EX	ISI	NULL	NULL	NULL	NULL	NULL	0.00267287	0.554821	0.588563	0.568929	139	NULL	286	NULL	0	2016-02-10 17:40:35	NULL	0	1292.00	United-Kingdom	1990	Oxford-University-Press	NULL	NULL	0.299362
NULL	0024-6107	J LOND MATH SOC	JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00960979	0.821875	1.41071	0.887321	382	NULL	429	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	1272.00	United-Kingdom	0	Cambridge-University-Press	NULL	NULL	1.0763
NULL	0950-4230	J LOSS PREVENT PROC	JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES	2014	Sci	II	ISI	NULL	NULL	NULL	NULL	NULL	0.00420689	0.663661	0.398401	0.406339	705	NULL	665	NULL	0	2016-02-10 17:40:35	OPERATIONS RESEARCH	32	1679.00	United-Kingdom	1988	Elsevier-Ltd	NULL	NULL	0.471172
NULL	1532-5024	J LOSS TRAUMA	JOURNAL OF LOSS & TRAUMA	2014	SS	WQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0011346	0.336429	0.415426	0.420893	189	NULL	172	NULL	0	2016-02-10 17:40:35	PSYCHIATRY	108	594.90	United-States	1996	Routledge	NULL	NULL	0.127075
NULL	0263-0923	J LOW FREQ NOISE V A	JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL	2014	Sci	AA	ISI	NULL	NULL	NULL	NULL	NULL	0.000158571	0.0497321	0.0942107	0.0801786	25	NULL	106	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	396.00	ENGLAND	0		NULL	NULL	0.01776
NULL	1089-2591	J LOW GENIT TRACT DI	Journal of Lower Genital Tract Disease	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00267562	0.555179	0.510613	0.507232	490	NULL	330	NULL	0	2016-02-10 17:40:35	ONCOLOGY	13	0.00		0		NULL	NULL	0.29967
NULL	0022-2291	J LOW TEMP PHYS	JOURNAL OF LOW TEMPERATURE PHYSICS	2014	Sci	UB UK	ISI	NULL	NULL	NULL	NULL	NULL	0.00686496	0.763839	0.418523	0.423482	705	NULL	1033	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	3129.00	United-States	1969	Springer-New-York-LLC	NULL	NULL	0.768876
NULL	0022-2313	J LUMIN	JOURNAL OF LUMINESCENCE	2014	Sci	SY	ISI	NULL	NULL	NULL	NULL	NULL	0.0204918	0.916339	0.505686	0.503571	5278	NULL	2552	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	3641.00	Netherlands	1970	Elsevier-BV-	NULL	NULL	2.29508
NULL	1532-4435	J MACH LEARN RES	JOURNAL OF MACHINE LEARNING RESEARCH	2014	Sci	B2 EP	ISI	NULL	NULL	NULL	NULL	NULL	0.0286	0.942946	3.22784	0.97125	2047	NULL	558	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	3.2032
NULL	0164-0704	J MACROECON	JOURNAL OF MACROECONOMICS	2014	SS	GY	ISI	NULL	NULL	NULL	NULL	NULL	0.0026348	0.550982	0.454607	0.460179	227	NULL	365	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	382.00	Netherlands	1979	Elsevier-BV-	NULL	NULL	0.295098
NULL	0276-1467	J MACROMARKETING	Journal of Macromarketing	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000573287	0.188839	0.279874	0.284821	91	NULL	129	NULL	0	2016-02-10 17:40:35	MARKETING	122	0.00		0		NULL	NULL	0.0642081
NULL	1060-1325	J MACROMOL SCI A	Journal of Macromolecular Science Part A-Pure and Applied Chemistry	2014	Sci	UY	ISI	NULL	NULL	NULL	NULL	NULL	0.00175626	0.449375	0.148064	0.136696	515	NULL	747	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	5169.60	United-States	1964	Taylor-&-Francis-Inc	NULL	NULL	0.196701
NULL	0022-2348	J MACROMOL SCI B	Journal of Macromolecular Science Part B-Physics	2014	Sci	UY	ISI	NULL	NULL	NULL	NULL	NULL	0.00176356	0.450446	0.149883	0.138482	481	NULL	741	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	5398.20	United-States	1962	Taylor-&-Francis-Inc	NULL	NULL	0.197519
NULL	1226-1750	J MAGN	Journal of Magnetics	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000351706	0.117679	0.0683622	0.055	60	NULL	324	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00		0		NULL	NULL	0.0393911
NULL	0304-8853	J MAGN MAGN MATER	JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS	2014	Sci	B1 UK	ISI	NULL	NULL	NULL	NULL	NULL	0.0271844	0.939643	0.483203	0.484286	5779	NULL	3543	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	10501.00	Netherlands	1976	Elsevier-BV--	NULL	NULL	3.04466
NULL	1090-7807	J MAGN RESON	JOURNAL OF MAGNETIC RESONANCE	2014	Sci	CO UH XQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0152314	0.883125	0.826207	0.721964	2256	NULL	1161	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	4976.00	United-States	1969	Academic-Press	NULL	NULL	1.70592
NULL	1053-1807	J MAGN RESON IMAGING	JOURNAL OF MAGNETIC RESONANCE IMAGING	2014	Sci	VY	ISI	NULL	NULL	NULL	NULL	NULL	0.0331205	0.951518	1.16331	0.840982	5228	NULL	1793	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	2082.00	United-States	1990	John-Wiley-&-Sons,-Inc--	NULL	NULL	3.70949
NULL	1064-7554	J MAMM EVOL	JOURNAL OF MAMMALIAN EVOLUTION	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00130731	0.375	1.06922	0.815089	205	NULL	77	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.146418
NULL	0022-2372	J MAMMAL	JOURNAL OF MAMMALOGY	2014	Sci	ZM	ISI	NULL	NULL	NULL	NULL	NULL	0.00778376	0.785536	0.709402	0.653214	1356	NULL	691	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	251.00	UNITED STATES	0		NULL	NULL	0.871781
NULL	1083-3021	J MAMMARY GLAND BIOL	JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA	2014	Sci	DM IA UM	ISI	NULL	NULL	NULL	NULL	NULL	0.00432531	0.669375	1.90485	0.932411	854	NULL	143	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	471.00	United-States	1996	Springer-New-York-LLC	NULL	NULL	0.484434
NULL	0149-2063	J MANAGE	JOURNAL OF MANAGEMENT	2014	SS	DI PC	ISI	NULL	NULL	NULL	NULL	NULL	0.0209656	0.918125	4.55293	0.982589	2458	NULL	290	NULL	0	2016-02-10 17:40:35	MARKETING	122	607.00	United-States	1975	Sage-Publications,-Inc--	NULL	NULL	2.34815
NULL	1083-4087	J MANAGE CARE PHARM	JOURNAL OF MANAGED CARE PHARMACY	2014	Sci	HL TU	ISI	NULL	NULL	NULL	NULL	NULL	0.00372627	0.635089	1.01588	0.796071	621	NULL	231	NULL	0	2016-02-10 17:40:35	MEDICINE	2	90.00		0		NULL	NULL	0.417342
NULL	0742-597X	J MANAGE ENG	JOURNAL OF MANAGEMENT IN ENGINEERING	2014	Sci	IJ IM	ISI	NULL	NULL	NULL	NULL	NULL	0.000979537	0.303661	0.36075	0.37125	141	NULL	171	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	293.00	United-States	1985	American-Society-of-Civil-Engineers	NULL	NULL	0.109708
NULL	0742-1222	J MANAGE INFORM SYST	JOURNAL OF MANAGEMENT INFORMATION SYSTEMS	2014	Sci SS	ET	ISI	NULL	NULL	NULL	NULL	NULL	0.00301345	0.584464	0.958474	0.775982	425	NULL	198	NULL	0	2016-02-10 17:40:35	MARKETING	122	948.00	United-States	1984	M-E--Sharpe,-Inc	NULL	NULL	0.337507
NULL	1056-4926	J MANAGE INQUIRY	JOURNAL OF MANAGEMENT INQUIRY	2014	SS	PC	ISI	NULL	NULL	NULL	NULL	NULL	0.00182707	0.459732	0.772236	0.693304	208	NULL	149	NULL	0	2016-02-10 17:40:35	MARKETING	122	591.00	United-States	1992	Sage-Publications,-Inc--	NULL	NULL	0.204632
NULL	1833-3672	J MANAGE ORGAN	Journal of Management & Organization	2014	SS	PC	ISI	NULL	NULL	NULL	NULL	NULL	0.000685037	0.220982	0.185157	0.176696	120	NULL	233	NULL	0	2016-02-10 17:40:35	MARKETING	122	770.00		0		NULL	NULL	0.0767241
NULL	0268-3946	J MANAGE PSYCHOL	Journal of Managerial Psychology	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00222552	0.512589	0.664249	0.622857	337	NULL	211	NULL	0	2016-02-10 17:40:35	MARKETING	122	0.00		0		NULL	NULL	0.249259
NULL	0022-2380	J MANAGE STUD	JOURNAL OF MANAGEMENT STUDIES	2014	SS	DI PC	ISI	NULL	NULL	NULL	NULL	NULL	0.0121911	0.853482	2.57636	0.959375	1582	NULL	298	NULL	0	2016-02-10 17:40:35	MARKETING	122	1889.00	United-Kingdom	1964	Blackwell-Publishing-Ltd	NULL	NULL	1.3654
NULL	0161-4754	J MANIP PHYSIOL THER	JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS	2014	Sci	HL OI WC	ISI	NULL	NULL	NULL	NULL	NULL	0.00246236	0.534375	0.391596	0.400536	452	NULL	396	NULL	0	2016-02-10 17:40:35	SPORTS MEDICINE	59	286.00	United-States	1978	Mosby,-Inc	NULL	NULL	0.275785
NULL	1087-1357	J MANUF SCI E-T ASME	JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME	2014	Sci	IK IU	ISI	NULL	NULL	NULL	NULL	NULL	0.00285297	0.570714	0.308184	0.313482	407	NULL	583	NULL	0	2016-02-10 17:40:35	OPERATIONS RESEARCH	32	250.00	United-States	0	A-S-M-E-International	NULL	NULL	0.319533
NULL	0278-6125	J MANUF SYST	JOURNAL OF MANUFACTURING SYSTEMS	2014	Sci	IJ IK PE	ISI	NULL	NULL	NULL	NULL	NULL	0.00137126	0.384643	0.449779	0.454196	238	NULL	192	NULL	0	2016-02-10 17:40:35	OPERATIONS RESEARCH	32	874.00	United-Kingdom	1982	Elsevier-Ltd	NULL	NULL	0.153581
NULL	1744-5647	J MAPS	Journal of Maps	2014	Sci SS	KV	ISI	NULL	NULL	NULL	NULL	NULL	0.00125861	0.364464	0.282077	0.287679	215	NULL	281	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.140965
NULL	0025-3154	J MAR BIOL ASSOC UK	JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM	2014	Sci	PI	ISI	NULL	NULL	NULL	NULL	NULL	0.00506575	0.702232	0.33688	0.344196	960	NULL	947	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	1456.00	United-Kingdom	1887	Cambridge-University-Press	NULL	NULL	0.567364
NULL	1476-1548	J MAR ENG TECHNOL	Journal of Marine Engineering and Technology	2014	Sci	IL	ISI	NULL	NULL	NULL	NULL	NULL	0.000114445	0.0341071	0.105991	0.091875	18	NULL	68	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0128178
NULL	0022-2402	J MAR RES	JOURNAL OF MARINE RESEARCH	2014	Sci	SI	ISI	NULL	NULL	NULL	NULL	NULL	0.00217112	0.504732	0.893661	0.753393	237	NULL	153	NULL	0	2016-02-10 17:40:35	NULL	0	160.00	United-States	1937	Sears-Foundation-for-Marine-Research	NULL	NULL	0.243165
NULL	0948-4280	J MAR SCI TECH-JAPAN	JOURNAL OF MARINE SCIENCE AND TECHNOLOGY	2014	Sci	IL IM	ISI	NULL	NULL	NULL	NULL	NULL	0.00107157	0.32375	0.34966	0.359196	154	NULL	193	NULL	0	2016-02-10 17:40:35	NULL	0	236.00	Japan	1996	Springer-Verlag-Tokyo	NULL	NULL	0.120016
NULL	1023-2796	J MAR SCI TECH-TAIW	Journal of Marine Science and Technology-Taiwan	2014	Sci	A2	ISI	NULL	NULL	NULL	NULL	NULL	0.00115215	0.341339	0.161962	0.150446	196	NULL	448	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	236.00		0		NULL	NULL	0.129041
NULL	0924-7963	J MARINE SYST	JOURNAL OF MARINE SYSTEMS	2014	Sci	A5 PI SI	ISI	NULL	NULL	NULL	NULL	NULL	0.0113075	0.845357	1.05186	0.809732	1859	NULL	677	NULL	0	2016-02-10 17:40:35	NULL	0	3149.00	Netherlands	1990	Elsevier-BV	NULL	NULL	1.26644
NULL	0194-472X	J MARITAL FAM THER	JOURNAL OF MARITAL AND FAMILY THERAPY	2014	SS	EQ JO	ISI	NULL	NULL	NULL	NULL	NULL	0.00148968	0.405804	0.436349	0.440982	265	NULL	215	NULL	0	2016-02-10 17:40:35	PSYCHIATRY	108	314.00	United-States	1975	American-Association-for-Marriage-and-Family-Therapy	NULL	NULL	0.166844
